,Bug ID,,Test,Opt Status,Debug Status,Owner,Assignee,Fission Target,Comments
,Core::Audio/Video: Playback,,,,,,,,
1586817,1586817,browser/base/content/test/plugins/browser_pluginCrashCommentAndURL.js,browser/base/content/test/plugins/browser_pluginCrashCommentAndURL.js,skipped,skipped,jimm,mconley,M∞,
1586817,1586817,browser/base/content/test/plugins/browser_subframe_access_hidden_plugins.js,browser/base/content/test/plugins/browser_subframe_access_hidden_plugins.js,skipped,skipped,jimm,mconley,M∞,
,Core::Security,,,,,,,,
,,browser/components/resistfingerprinting/test/browser/browser_navigator.js,browser/components/resistfingerprinting/test/browser/browser_navigator.js,skipped,skipped,wennie,,M4,
,,docshell/test/navigation/test_bug13871.html,docshell/test/navigation/test_bug13871.html,skipped,skipped,wennie,,M4,Times out.
,,docshell/test/navigation/test_child.html,docshell/test/navigation/test_child.html,skipped,skipped,wennie,,M4,Times out.
,,docshell/test/navigation/test_grandchild.html,docshell/test/navigation/test_grandchild.html,fails,fails,wennie,,M4,
,,docshell/test/navigation/test_not-opener.html,docshell/test/navigation/test_not-opener.html,skipped,skipped,wennie,,M4,Times out.
,,docshell/test/navigation/test_opener.html,docshell/test/navigation/test_opener.html,skipped,skipped,wennie,,M4,Times out.
,,docshell/test/navigation/test_popup-navigates-children.html,docshell/test/navigation/test_popup-navigates-children.html,skipped,skipped,wennie,,M4,Times out.
,,docshell/test/navigation/test_reserved.html,docshell/test/navigation/test_reserved.html,skipped,skipped,wennie,,M4,Times out.
,Core::Security: PSM,,,,,,,,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_bug329869.html,security/manager/ssl/tests/mochitest/mixedcontent/test_bug329869.html,passes,passes,,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_bug383369.html,security/manager/ssl/tests/mochitest/mixedcontent/test_bug383369.html,passes,passes,,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_bug455367.html,security/manager/ssl/tests/mochitest/mixedcontent/test_bug455367.html,passes,passes,,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_bug472986.html,security/manager/ssl/tests/mochitest/mixedcontent/test_bug472986.html,passes,skipped,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_bug477118.html,security/manager/ssl/tests/mochitest/mixedcontent/test_bug477118.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_bug521461.html,security/manager/ssl/tests/mochitest/mixedcontent/test_bug521461.html,skipped,skipped,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_cssBefore1.html,security/manager/ssl/tests/mochitest/mixedcontent/test_cssBefore1.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_cssContent1.html,security/manager/ssl/tests/mochitest/mixedcontent/test_cssContent1.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_cssContent2.html,security/manager/ssl/tests/mochitest/mixedcontent/test_cssContent2.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_documentWrite1.html,security/manager/ssl/tests/mochitest/mixedcontent/test_documentWrite1.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_documentWrite2.html,security/manager/ssl/tests/mochitest/mixedcontent/test_documentWrite2.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_dynDelayedUnsecurePicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_dynDelayedUnsecurePicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_dynDelayedUnsecureXHR.html,security/manager/ssl/tests/mochitest/mixedcontent/test_dynDelayedUnsecureXHR.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecureBackground.html,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecureBackground.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecureIframeRedirect.html,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecureIframeRedirect.html,skipped,skipped,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecurePicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecurePicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecurePicturePreload.html,security/manager/ssl/tests/mochitest/mixedcontent/test_dynUnsecurePicturePreload.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_innerHtmlDelayedUnsecurePicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_innerHtmlDelayedUnsecurePicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_innerHtmlUnsecurePicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_innerHtmlUnsecurePicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_javascriptPicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_javascriptPicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_secureAll.html,security/manager/ssl/tests/mochitest/mixedcontent/test_secureAll.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_securePicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_securePicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureBackground.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureBackground.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureCSS.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureCSS.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureIframe.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureIframe.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureIframe2.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureIframe2.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureIframeRedirect.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureIframeRedirect.html,fails,fails,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecurePicture.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecurePicture.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecurePictureDup.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecurePictureDup.html,passes,skipped,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecurePictureInIframe.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecurePictureInIframe.html,passes,passes,keeler,jkt,M4,
,,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureRedirect.html,security/manager/ssl/tests/mochitest/mixedcontent/test_unsecureRedirect.html,passes,passes,keeler,jkt,M4,
,Core::WebRTC,,,,,,,,
,,browser/base/content/test/webrtc/browser_devices_get_user_media.js,browser/base/content/test/webrtc/browser_devices_get_user_media.js,skipped,skipped,drno,Neil,M4,
,,browser/base/content/test/webrtc/browser_devices_get_user_media_multi_process.js,browser/base/content/test/webrtc/browser_devices_get_user_media_multi_process.js,skipped,skipped,drno,Neil,M4,Fails intermittently.
,,browser/base/content/test/webrtc/browser_devices_get_user_media_tear_off_tab.js,browser/base/content/test/webrtc/browser_devices_get_user_media_tear_off_tab.js,skipped,skipped,drno,Neil,M4,
,,browser/base/content/test/webrtc/browser_devices_get_user_media_unprompted_access_tear_off_tab.js,browser/base/content/test/webrtc/browser_devices_get_user_media_unprompted_access_tear_off_tab.js,skipped,skipped,drno,Neil,M4,
1542415,1542415,dom/media/tests/mochitest/identity/test_loginNeeded.html,dom/media/tests/mochitest/identity/test_loginNeeded.html,passes,passes,drno,kmag,M4,
,Core::Widget,,,,,,,,
,,widget/tests/browser/browser_test_procinfo.js,widget/tests/browser/browser_test_procinfo.js,passes,passes,,,M4,Bug 1576995
,Core::Window Management,,,,,,,,
,,toolkit/components/windowcreator/test/browser_bug1204626.js,toolkit/components/windowcreator/test/browser_bug1204626.js,fails,skipped,neil,,M4,opt: NS_ERROR_FAILURE: Component returned failure code: 0x80004005 (NS_ERROR_FAILURE) [nsIWebBrowserPersist.saveDocument]
1585830,1585830,toolkit/components/windowwatcher/test/browser_new_content_window_from_chrome_principal.js,toolkit/components/windowwatcher/test/browser_new_content_window_from_chrome_principal.js,passes,passes,neil,mccr8,M4,"test checks that remoteType is ""web""
"
,Core::XPConnect,,,,,,,,
1576742,1576742,js/xpconnect/tests/mochitest/test_bug478438.html,js/xpconnect/tests/mochitest/test_bug478438.html,passes,passes,,kmag,M4,
1532994,1532994,js/xpconnect/tests/mochitest/test_bug504877.html,js/xpconnect/tests/mochitest/test_bug504877.html,passes,passes,,kmag,M4,
,,js/xpconnect/tests/mochitest/test_bug629227.html,js/xpconnect/tests/mochitest/test_bug629227.html,passes,passes,,,M4,Times out.
1573621,1573621,js/xpconnect/tests/mochitest/test_bug636097.html,js/xpconnect/tests/mochitest/test_bug636097.html,passes,passes,,kmag,M4,Bug 1573621: window.location access after cross-origin navigation.
1573621,1573621,js/xpconnect/tests/mochitest/test_bug800864.html,js/xpconnect/tests/mochitest/test_bug800864.html,passes,passes,,kmag,M4,Bug 1573621: window.location access after cross-origin navigation.
1582520,1582520,js/xpconnect/tests/mochitest/test_bug802557.html,js/xpconnect/tests/mochitest/test_bug802557.html,passes,passes,,kmag,M4,
1576787,1576787,js/xpconnect/tests/mochitest/test_bug870423.html,js/xpconnect/tests/mochitest/test_bug870423.html,passes,passes,,pbone,M4,isinstance hooks for remote object proxies.
1578628,1578628,js/xpconnect/tests/mochitest/test_bug916945.html,js/xpconnect/tests/mochitest/test_bug916945.html,passes,passes,,pbone,M4,"""name"" attribute on cross-origin frames"
1583094,1583094,js/xpconnect/tests/mochitest/test_bug940783.html,js/xpconnect/tests/mochitest/test_bug940783.html,fails,fails,peterv,,M5,History access doesn't fail with the correct exception.
1582520,1582520,js/xpconnect/tests/mochitest/test_bug965082.html,js/xpconnect/tests/mochitest/test_bug965082.html,skipped,skipped,peterv,kmag,M4,
,,,,,,,,,
,,devtools/client/webconsole/test/browser/browser_console_open_or_focus.js,devtools/client/webconsole/test/browser/browser_console_open_or_focus.js,passes,passes,,nchevobbe,M5,Looks like a regular intermittent that might be more visible in a fission world | Bug 1581033
,,devtools/client/webconsole/test/browser/browser_webconsole_certificate_messages.js,devtools/client/webconsole/test/browser/browser_webconsole_certificate_messages.js,skipped,skipped,,,M5,[switching-target] | navigating from data URL to example.com make the toolbox restart so we don't have the right hud reference (Bug 1565263 might help)
,,devtools/client/webconsole/test/browser/browser_webconsole_csp_ignore_reflected_xss_message.js,devtools/client/webconsole/test/browser/browser_webconsole_csp_ignore_reflected_xss_message.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_csp_violation.js,devtools/client/webconsole/test/browser/browser_webconsole_csp_violation.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_cspro.js,devtools/client/webconsole/test/browser/browser_webconsole_cspro.js,skipped,skipped,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_hpkp_invalid-headers.js,devtools/client/webconsole/test/browser/browser_webconsole_hpkp_invalid-headers.js,skipped,skipped,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_hsts_invalid-headers.js,devtools/client/webconsole/test/browser/browser_webconsole_hsts_invalid-headers.js,skipped,skipped,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_inspect_cross_domain_object.js,devtools/client/webconsole/test/browser/browser_webconsole_inspect_cross_domain_object.js,skipped,skipped,,,M5,[cross-origin-frame] | messages from cross origin frame don't appear in the console
,,devtools/client/webconsole/test/browser/browser_webconsole_message_categories.js,devtools/client/webconsole/test/browser/browser_webconsole_message_categories.js,skipped,skipped,,,M5,[switching-target] (test pass if starting from an example.com test page)
,,devtools/client/webconsole/test/browser/browser_webconsole_navigate_to_parse_error.js,devtools/client/webconsole/test/browser/browser_webconsole_navigate_to_parse_error.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_network_exceptions.js,devtools/client/webconsole/test/browser/browser_webconsole_network_exceptions.js,skipped,skipped,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_network_messages_openinnet.js,devtools/client/webconsole/test/browser/browser_webconsole_network_messages_openinnet.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_network_messages_resend_request.js,devtools/client/webconsole/test/browser/browser_webconsole_network_messages_resend_request.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_network_reset_filter.js,devtools/client/webconsole/test/browser/browser_webconsole_network_reset_filter.js,skipped,skipped,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_sandbox_update_after_navigation.js,devtools/client/webconsole/test/browser/browser_webconsole_sandbox_update_after_navigation.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_show_subresource_security_errors.js,devtools/client/webconsole/test/browser/browser_webconsole_show_subresource_security_errors.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_shows_reqs_from_netmonitor.js,devtools/client/webconsole/test/browser/browser_webconsole_shows_reqs_from_netmonitor.js,skipped,skipped,,,M5,[switching-target] + failure on pending promise while closing
,,devtools/client/webconsole/test/browser/browser_webconsole_shows_reqs_in_netmonitor.js,devtools/client/webconsole/test/browser/browser_webconsole_shows_reqs_in_netmonitor.js,fails,fails,,,M5,[switching-target]
,,devtools/client/webconsole/test/browser/browser_webconsole_trackingprotection_errors.js,devtools/client/webconsole/test/browser/browser_webconsole_trackingprotection_errors.js,skipped,skipped,,,M5,"message missing, not sure if related to switching target"
,,devtools/client/webconsole/test/browser/browser_webconsole_warning_group_content_blocking.js,devtools/client/webconsole/test/browser/browser_webconsole_warning_group_content_blocking.js,skipped,skipped,,,M5,"test passing locally, probably an intermittent"
,,,,,,,,,
,,devtools/client/framework/test/browser_toolbox_window_title_changes.js,devtools/client/framework/test/browser_toolbox_window_title_changes.js,skipped,skipped,,,M5,
,,devtools/client/framework/test/browser_toolbox_window_title_frame_select.js,devtools/client/framework/test/browser_toolbox_window_title_frame_select.js,fails,fails,,,M5,
,,,,,,,,,
,,devtools/client/shared/test/browser_spectrum.js,devtools/client/shared/test/browser_spectrum.js,passes,skipped,,,M5,
,,devtools/server/tests/browser/browser_accessibility_keyboard_audit.js,devtools/server/tests/browser/browser_accessibility_keyboard_audit.js,passes,skipped,,,M5,
,,devtools/server/tests/browser/browser_accessibility_text_label_audit.js,devtools/server/tests/browser/browser_accessibility_text_label_audit.js,passes,skipped,,,M5,Fails intermittently under Fission.
,,devtools/server/tests/browser/browser_accessibility_text_label_audit_frame.js,devtools/server/tests/browser/browser_accessibility_text_label_audit_frame.js,passes,passes,,,M5,Fails intermittently under Fission.
,,devtools/server/tests/browser/browser_animation_getSubTreeAnimations.js,devtools/server/tests/browser/browser_animation_getSubTreeAnimations.js,fails,fails,,,M5,
,,devtools/server/tests/browser/browser_animation_playPauseIframe.js,devtools/server/tests/browser/browser_animation_playPauseIframe.js,fails,fails,,,M5,
1576814,1576814,devtools/server/tests/browser/browser_storage_dynamic_windows.js,devtools/server/tests/browser/browser_storage_dynamic_windows.js,skipped,skipped,,pbone,M5,"
"
,,devtools/server/tests/browser/browser_storage_listings.js,devtools/server/tests/browser/browser_storage_listings.js,fails,fails,,,M5,
,,devtools/server/tests/browser/browser_storage_updates.js,devtools/server/tests/browser/browser_storage_updates.js,fails,fails,,,M5,
,,dom/tests/browser/browser_ConsoleStorageAPITests.js,dom/tests/browser/browser_ConsoleStorageAPITests.js,skipped,skipped,,,M5,
,,,,,,,,,
,,devtools/client/inspector/test/browser_inspector_navigate_to_errors.js,devtools/client/inspector/test/browser_inspector_navigate_to_errors.js,skipped,skipped,,,M5,
,,devtools/client/inspector/test/browser_inspector_open_on_neterror.js,devtools/client/inspector/test/browser_inspector_open_on_neterror.js,skipped,skipped,,,M5,
,,devtools/client/inspector/test/browser_inspector_remove-iframe-during-load.js,devtools/client/inspector/test/browser_inspector_remove-iframe-during-load.js,fails,skipped,,,M5,
,,devtools/client/inspector/test/browser_inspector_search-04.js,devtools/client/inspector/test/browser_inspector_search-04.js,fails,fails,,,M5,
,,devtools/client/inspector/test/browser_inspector_search-05.js,devtools/client/inspector/test/browser_inspector_search-05.js,skipped,skipped,,,M5,
,,,,,,,,,
,,devtools/client/responsive/test/browser/browser_container_tab.js,devtools/client/responsive/test/browser/browser_container_tab.js,skipped,skipped,,,M5,
,,devtools/client/responsive/test/browser/browser_preloaded_newtab.js,devtools/client/responsive/test/browser/browser_preloaded_newtab.js,skipped,skipped,,,M5,
,,devtools/client/responsive/test/browser/browser_viewport_resizing_scrollbar.js,devtools/client/responsive/test/browser/browser_viewport_resizing_scrollbar.js,passes,skipped,,,M5,
,,,,,,,,,
,,devtools/client/storage/test/browser_storage_basic.js,devtools/client/storage/test/browser_storage_basic.js,fails,fails,,,M5,Storage panel tests are using iframes with distinct domains and so triggers fission iframes in distinct process and break the tests
,,devtools/client/storage/test/browser_storage_basic_usercontextid_1.js,devtools/client/storage/test/browser_storage_basic_usercontextid_1.js,fails,fails,,,M5,Making the Storage panel work with fission is a non-goal at the moment for the devtools team.
,,devtools/client/storage/test/browser_storage_basic_usercontextid_2.js,devtools/client/storage/test/browser_storage_basic_usercontextid_2.js,fails,fails,,,M5,The panel is due for removal as soon as storage can be inspected/edited in the new Application panel. We should skip those tests.
,,devtools/client/storage/test/browser_storage_basic_with_fragment.js,devtools/client/storage/test/browser_storage_basic_with_fragment.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_cache_delete.js,devtools/client/storage/test/browser_storage_cache_delete.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_cookies_delete_all.js,devtools/client/storage/test/browser_storage_cookies_delete_all.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_cookies_domain.js,devtools/client/storage/test/browser_storage_cookies_domain.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_delete.js,devtools/client/storage/test/browser_storage_delete.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_delete_all.js,devtools/client/storage/test/browser_storage_delete_all.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_delete_tree.js,devtools/client/storage/test/browser_storage_delete_tree.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_delete_usercontextid.js,devtools/client/storage/test/browser_storage_delete_usercontextid.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_dom_cache_disabled.js,devtools/client/storage/test/browser_storage_dom_cache_disabled.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_dynamic_updates_cookies.js,devtools/client/storage/test/browser_storage_dynamic_updates_cookies.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_sidebar.js,devtools/client/storage/test/browser_storage_sidebar.js,fails,fails,,,M5,
,,devtools/client/storage/test/browser_storage_sidebar_toggle.js,devtools/client/storage/test/browser_storage_sidebar_toggle.js,fails,fails,,,M5,
,,,,,,,,,
,,devtools/client/styleeditor/test/browser_styleeditor_bug_740541_iframes.js,devtools/client/styleeditor/test/browser_styleeditor_bug_740541_iframes.js,skipped,skipped,,,M5,
,,devtools/client/styleeditor/test/browser_styleeditor_fetch-from-netmonitor.js,devtools/client/styleeditor/test/browser_styleeditor_fetch-from-netmonitor.js,fails,fails,,,M5,
,DevTools::about:debugging,,,,,,,,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_console.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_console.js,passes,passes,,ochameau,M4,"They seem to pass locally, but let's see what try says https://treeherder.mozilla.org/#/jobs?repo=try&revision=4ef55c5d5a056c4f83684e7a4f2a2343bdb0000f"
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_debugger.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_debugger.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_inspector.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_inspector.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_nobg.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_nobg.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_popup.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_addons_debug_popup.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_debug-target-pane_empty.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_debug-target-pane_empty.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_contextmenu.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_contextmenu.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_contextmenu_markupview.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_contextmenu_markupview.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_focus.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_focus.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_menubar.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_menubar.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_performance.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_performance.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_reload.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_reload.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_shortcuts.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_shortcuts.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_splitconsole_key.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_splitconsole_key.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_target_destroyed.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_target_destroyed.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_tooltip_markupview.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_devtoolstoolbox_tooltip_markupview.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_fenix_runtime_display.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_fenix_runtime_display.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_message_close.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_message_close.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_process_main.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_process_main.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_process_main_local.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_process_main_local.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_serviceworker_timeout.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_serviceworker_timeout.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_telemetry_inspect.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_telemetry_inspect.js,passes,passes,,ochameau,M4,
1576586,1576586,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_thisfirefox_worker_inspection.js,devtools/client/aboutdebugging/test/browser/browser_aboutdebugging_thisfirefox_worker_inspection.js,passes,passes,,ochameau,M4,
,Firefox::Activity Streams: Newtab,,,,,,,,
,,browser/components/newtab/test/browser/browser_asrouter_cfr.js,browser/components/newtab/test/browser/browser_asrouter_cfr.js,skipped,skipped,,andreio,M4,depends on bug 1585777 and bug 1578465
,Firefox::Address Bar,,,,,,,,
,,browser/components/urlbar/tests/browser/browser_autoFill_canonize.js,browser/components/urlbar/tests/browser/browser_autoFill_canonize.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_autocomplete_edit_completed.js,browser/components/urlbar/tests/browser/browser_autocomplete_edit_completed.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_canonizeURL.js,browser/components/urlbar/tests/browser/browser_canonizeURL.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_inputHistory.js,browser/components/urlbar/tests/browser/browser_inputHistory.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_inputHistory_emptystring.js,browser/components/urlbar/tests/browser/browser_inputHistory_emptystring.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_keepStateAcrossTabSwitches.js,browser/components/urlbar/tests/browser/browser_keepStateAcrossTabSwitches.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_keywordSearch.js,browser/components/urlbar/tests/browser/browser_keywordSearch.js,skipped,skipped,adw/mikedeboer,,M4,"Initiates non-local network connections, for some reason"
,,browser/components/urlbar/tests/browser/browser_moz_action_link.js,browser/components/urlbar/tests/browser/browser_moz_action_link.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_stop_pending.js,browser/components/urlbar/tests/browser/browser_stop_pending.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_urlbarEnterAfterMouseOver.js,browser/components/urlbar/tests/browser/browser_urlbarEnterAfterMouseOver.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_urlbarSearchSingleWordNotification.js,browser/components/urlbar/tests/browser/browser_urlbarSearchSingleWordNotification.js,skipped,skipped,adw/mikedeboer,,M4,
