,Bug ID,,Test,Opt Status,Debug Status,Owner,Assignee,Fission Target,Comments
,Core::Audio/Video: Playback,,,,,,,,
1560110,1560110,dom/security/test/mixedcontentblocker/test_main.html,dom/security/test/mixedcontentblocker/test_main.html,skipped,skipped,ckerschb,jkt,M4,Crashes: @ mozilla::dom::BrowsingContextGroup::EnsureSubscribed(mozilla::dom::ContentParent*)
,Core::DOM: Service Workers,,,,,,,,
,,dom/serviceworkers/test/browser_antitracking_subiframes.js,dom/serviceworkers/test/browser_antitracking_subiframes.js,passes,passes,jstutte,echuang,M4,Pass when fission on both in sw-e10s and non-sw-e10s. Got unskipped in bug 1582531
1581477,1581477,dom/serviceworkers/test/browser_devtools_serviceworker_interception.js,dom/serviceworkers/test/browser_devtools_serviceworker_interception.js,passes,skipped,jstutte,echuang,M4,"Could not reproduce in local
Crashes: @ mozilla::dom::ServiceWorkerManagerService::PropagateUnregister"
1581477,1581477,dom/serviceworkers/test/browser_download.js,dom/serviceworkers/test/browser_download.js,passes,passes,jstutte,echuang,M4,"Could not reproduce in local
Crashes: @ mozilla::dom::ServiceWorkerManagerService::PropagateUnregister. Got unskipped in bug 1582531."
1581477,1581477,dom/serviceworkers/test/browser_download_canceled.js,dom/serviceworkers/test/browser_download_canceled.js,passes,passes,jstutte,echuang,M4,"Could not reproduce in local
Crashes: @ mozilla::dom::ServiceWorkerManagerService::PropagateUnregister"
1581499,1581499,dom/serviceworkers/test/browser_force_refresh.js,dom/serviceworkers/test/browser_force_refresh.js,skipped,skipped,jstutte,echuang,M4,"Test timeout since event handler does not receive the expected event.
Events are dispatched in browser_base_force_refresh.html, but the registered event handler(frameScript) in browser_force_refresh.js doesn't received as expected.
According to https://docs.google.com/presentation/d/1equyaJTujM4xF-ucoMZiLE-lo0lbHKFMliUfPE4_1B8/edit#slide=id.g5bf3b21fbb_0_265, test might need to replace LoadFrameScript by JSWindowActors"
1570942,1570942,dom/serviceworkers/test/browser_storage_permission.js,dom/serviceworkers/test/browser_storage_permission.js,passes,passes,jstutte,echuang,M4,"Could not reproduce in local
Crashes: @ mozilla::dom::ServiceWorkerManagerService::PropagateUnregister"
,,dom/serviceworkers/test/browser_storage_recovery.js,dom/serviceworkers/test/browser_storage_recovery.js,skipped,skipped,jstutte,echuang,M4,Maybe replace ContentTask.spwan to SpecialPowers.spwan.
1581477,1581477,dom/serviceworkers/test/browser_unregister_with_containers.js,dom/serviceworkers/test/browser_unregister_with_containers.js,passes,passes,jstutte,echuang,M4,"Could not reproduce in local
Crashes: @ mozilla::dom::ServiceWorkerManagerService::PropagateUnregister"
1581477,1581477,dom/serviceworkers/test/browser_userContextId_openWindow.js,dom/serviceworkers/test/browser_userContextId_openWindow.js,passes,passes,jstutte,echuang,M4,"Could not reproduce in local
Crashes: @ mozilla::dom::ServiceWorkerManagerService::PropagateUnregister"
1581477,1581477,dom/serviceworkers/test/test_cookie_fetch.html,dom/serviceworkers/test/test_cookie_fetch.html,skipped,skipped,jstutte,echuang,M4,"The iframe is removed after ServiceWorker registration, and it triggers the active ServiceWorker shutdown. A fetch event is sent to shutting down ServiceWorker.
If removing the line iframe.remove(), the test passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s mode."
1581477,1581477,dom/serviceworkers/test/test_csp_upgrade-insecure_intercept.html,dom/serviceworkers/test/test_csp_upgrade-insecure_intercept.html,skipped,skipped,jstutte,echuang,M4,"Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1561706,1561706,dom/serviceworkers/test/test_eventsource_intercept.html,dom/serviceworkers/test/test_eventsource_intercept.html,skipped,skipped,jstutte,echuang,M4,The ClientInfo saved in loadInfo is not propagated when process switching. Use incorrect ClientId while searching in ServiceWorkerManager::mControledClients.
1581477,1581477,dom/serviceworkers/test/test_hsts_upgrade_intercept.html,dom/serviceworkers/test/test_hsts_upgrade_intercept.html,skipped,skipped,jstutte,echuang,M4,"Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1581477,1581477,dom/serviceworkers/test/test_https_fetch.html,dom/serviceworkers/test/test_https_fetch.html,skipped,skipped,jstutte,echuang,M4,"Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1581477,1581477,dom/serviceworkers/test/test_https_fetch_cloned_response.html,dom/serviceworkers/test/test_https_fetch_cloned_response.html,skipped,skipped,jstutte,echuang,M4,"Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1581072,1581072,dom/serviceworkers/test/test_https_origin_after_redirect.html,dom/serviceworkers/test/test_https_origin_after_redirect.html,skipped,skipped,jstutte,echuang,M4,"The known issue for window.open(). Bug 1542415
Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1581072,1581072,dom/serviceworkers/test/test_https_origin_after_redirect_cached.html,dom/serviceworkers/test/test_https_origin_after_redirect_cached.html,skipped,skipped,jstutte,echuang,M4,"The known issue for window.open(). Bug 1542415
Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1581477,1581477,dom/serviceworkers/test/test_https_synth_fetch_from_cached_sw.html,dom/serviceworkers/test/test_https_synth_fetch_from_cached_sw.html,skipped,skipped,jstutte,echuang,M4,Passes with sw-e10s mode. Fails while loading /tests/dom/serviceworkers/test/fetch/https/synth.html. Got 404 was not found. 
,,dom/serviceworkers/test/test_importscript.html,dom/serviceworkers/test/test_importscript.html,passes,passes,jstutte,echuang,M4,Pass when fission on both in sw-e10s and non-sw-e10s
1581477,1581477,dom/serviceworkers/test/test_importscript_mixedcontent.html,dom/serviceworkers/test/test_importscript_mixedcontent.html,skipped,skipped,jstutte,echuang,M4,"Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
1522649,1522649,dom/serviceworkers/test/test_openWindow.html,dom/serviceworkers/test/test_openWindow.html,skipped,skipped,jstutte,echuang,M4,
1581072,1581072,dom/serviceworkers/test/test_origin_after_redirect.html,dom/serviceworkers/test/test_origin_after_redirect.html,passes,passes,jstutte,echuang,M4,The known issue for window.open(). Bug 1542415
1581072,1581072,dom/serviceworkers/test/test_origin_after_redirect_cached.html,dom/serviceworkers/test/test_origin_after_redirect_cached.html,passes,passes,jstutte,echuang,M4,The known issue for window.open(). Bug 1542415
1581072,1581072,dom/serviceworkers/test/test_origin_after_redirect_to_https.html,dom/serviceworkers/test/test_origin_after_redirect_to_https.html,passes,passes,jstutte,echuang,M4,The known issue for window.open(). Bug 1542415
1581072,1581072,dom/serviceworkers/test/test_origin_after_redirect_to_https_cached.html,dom/serviceworkers/test/test_origin_after_redirect_to_https_cached.html,passes,passes,jstutte,echuang,M4,"The known issue for window.open(). Bug 1542415
"
,,dom/serviceworkers/test/test_register_https_in_http.html,dom/serviceworkers/test/test_register_https_in_http.html,fails,fails,jstutte,"echuang
",M4,"Root cause is DOMJSClass.h IsSecureContextOrObjectIsFromSecureContext returns true when Fission on, but expecting false. The test creates an https iframe from an http page, and when fission on, these page content are loaded in different processes. ServiceWorker API uses IsSecureContextOrObjectIsFromSecureContext to check all things are in Secure Context, but it seems not to work in fission environment. Probably all APIs use IsSecureContextOrObjectIsFromSecureContext have the same problem. Bug 1570243 ?"
1561706,1561706,dom/serviceworkers/test/test_sanitize_domain.html,dom/serviceworkers/test/test_sanitize_domain.html,skipped,skipped,jstutte,echuang,M4,The ClientInfo saved in loadInfo is not propagated when process switching. Use incorrect ClientId while searching in ServiceWorkerManager::mControledClients.
1581477,1581477,dom/serviceworkers/test/test_third_party_iframes.html,dom/serviceworkers/test/test_third_party_iframes.html,skipped,skipped,jstutte,echuang,M4,"Passes with sw-e10s mode, but lefts a service worker without clean it up in non-sw-e10s."
,Core::DOM: Web Storage,,,,,,,,
,,dom/tests/mochitest/localstorage/test_localStorageCookieSettings.html,dom/tests/mochitest/localstorage/test_localStorageCookieSettings.html,passes,passes,jstutte,,M4,"Assertion failure: browsingContext == browserParent->GetBrowsingContext(), at /media/ssd/mc/dom/ipc/WindowGlobalParent.cpp:367"
,,dom/tests/mochitest/localstorage/test_keySync.html,dom/tests/mochitest/localstorage/test_keySync.html,fails,fails,jstutte,janv,M4,Some of these tests were redisabled in bug 1576814.
1576233,1576233,dom/tests/mochitest/localstorage/test_localStorageOriginsDiff.html,dom/tests/mochitest/localstorage/test_localStorageOriginsDiff.html,fails,fails,jstutte,janv,M4,Some of these tests were redisabled in bug 1576814.
1576233,1576233,dom/tests/mochitest/localstorage/test_localStorageOriginsDomainDiffs.html,dom/tests/mochitest/localstorage/test_localStorageOriginsDomainDiffs.html,fails,fails,jstutte,janv,M4,Some of these tests were redisabled in bug 1576814.
1576233,1576233,dom/tests/mochitest/localstorage/test_localStorageOriginsEquals.html,dom/tests/mochitest/localstorage/test_localStorageOriginsEquals.html,fails,fails,jstutte,janv,M4,Some of these tests were redisabled in bug 1576814.
1576233,1576233,dom/tests/mochitest/localstorage/test_localStorageOriginsPortDiffs.html,dom/tests/mochitest/localstorage/test_localStorageOriginsPortDiffs.html,fails,fails,jstutte,janv,M4,Some of these tests were redisabled in bug 1576814.
1576233,1576233,dom/tests/mochitest/localstorage/test_localStorageOriginsSchemaDiffs.html,dom/tests/mochitest/localstorage/test_localStorageOriginsSchemaDiffs.html,fails,fails,jstutte,janv,M4,Some of these tests were redisabled in bug 1576814.
1532994,1532994,dom/tests/mochitest/localstorage/test_localStorageQuota.html,dom/tests/mochitest/localstorage/test_localStorageQuota.html,passes,passes,jstutte,kmag,M4,"Bug 1532994. Sets location on frame to make it go OOP, then sets it again which causes NS_ERROR_FAILURE.
"
1576407,1576407,dom/tests/mochitest/localstorage/test_localStorageReplace.html,dom/tests/mochitest/localstorage/test_localStorageReplace.html,passes,passes,jstutte,kmag,M4,"Bug 1532994 and bug 1576407. Sets location on frame to make it go OOP, then sets it again which causes NS_ERROR_FAILURE.
"
1576407,1576407,dom/tests/mochitest/sessionstorage/test_sessionStorageClone.html,dom/tests/mochitest/sessionstorage/test_sessionStorageClone.html,passes,passes,jstutte,kmag,M4,Bug 1576407: TypeError: opener is null after a window.open() of an OOP URL
,,dom/tests/mochitest/sessionstorage/test_sessionStorageReplace.html,dom/tests/mochitest/sessionstorage/test_sessionStorageReplace.html,fails,fails,jstutte,janv,M4,"Bug 1532994? Sets location on frame to make it go OOP, which causes NS_ERROR_FAILURE."
1576288,1576288,dom/tests/mochitest/storageevent/test_storageLocalStorageEventCheckNoPropagation.html,dom/tests/mochitest/storageevent/test_storageLocalStorageEventCheckNoPropagation.html,passes,passes,jstutte,mccr8,M4,"These storageevent tests use special powers to get the URL of their parent, which doesn't work cross-origin. Instead they can be hardcoded, more or less."
1576288,1576288,dom/tests/mochitest/storageevent/test_storageLocalStorageEventCheckPropagation.html,dom/tests/mochitest/storageevent/test_storageLocalStorageEventCheckPropagation.html,passes,passes,jstutte,mccr8,M4,
1582948,1582948,dom/tests/mochitest/storageevent/test_storageSessionStorageEventCheckNoPropagation.html,dom/tests/mochitest/storageevent/test_storageSessionStorageEventCheckNoPropagation.html,skipped,skipped,jstutte,kmag,M4,Racy test. Previously enabled in bug 1576288. Got re-skipped in bug 1582948.
1576288,1576288,dom/tests/mochitest/storageevent/test_storageSessionStorageEventCheckPropagation.html,dom/tests/mochitest/storageevent/test_storageSessionStorageEventCheckPropagation.html,passes,passes,jstutte,mccr8,M4,
,Core::DOM: Workers,,,,,,,,
,,dom/workers/test/test_multi_sharedWorker.html,dom/workers/test/test_multi_sharedWorker.html,passes,skipped,jstutte,asuth,M4,
,,dom/workers/test/test_sharedWorker_thirdparty.html,dom/workers/test/test_sharedWorker_thirdparty.html,fails,fails,jstutte,asuth,M4,
,Core::Document Navigation,,,,,,,,
1578393,1578393,docshell/test/browser/browser_browsingContext-02.js,docshell/test/browser/browser_browsingContext-02.js,passes,passes,neha,farre,M4,Cross-process postMessage
1578393,1578393,docshell/test/browser/browser_browsingContext-03.js,docshell/test/browser/browser_browsingContext-03.js,skipped,skipped,neha,farre,M4,Cross-process postMessage. This test will be gone with tabGroup removal.
,,docshell/test/browser/browser_bug420605.js,docshell/test/browser/browser_bug420605.js,skipped,skipped,neha,kashav,M4,BrowserTestUtils.waitForContentEvent
,,docshell/test/browser/browser_bug422543.js,docshell/test/browser/browser_bug422543.js,skipped,skipped,neha,kashav probably,M4,Uses its own broken version of waitForContentEvent
,,docshell/test/browser/browser_bug670318.js,docshell/test/browser/browser_bug670318.js,skipped,skipped,neha,,M5,"Adds session history listener in the content process, then does cross-process navigation."
,,docshell/test/browser/browser_cross_process_csp_inheritance.js,docshell/test/browser/browser_cross_process_csp_inheritance.js,fails,fails,neha,,M4,Could be fixed by https://phabricator.services.mozilla.com/D47355 ? jya to confirm.
,,docshell/test/browser/browser_onbeforeunload_navigation.js,docshell/test/browser/browser_onbeforeunload_navigation.js,skipped,skipped,neha,,M4,Does cross-origin navigations from a content task
,,docshell/test/browser/browser_uriFixupAlternateRedirects.js,docshell/test/browser/browser_uriFixupAlternateRedirects.js,skipped,skipped,neha,,M4,BrowserTestUtils.waitForErrorPage
1586119,1586119,docshell/test/mochitest/test_bug529119-1.html,docshell/test/mochitest/test_bug529119-1.html,skipped,skipped,neha,kmag,M4,
1586119,1586119,docshell/test/mochitest/test_bug529119-2.html,docshell/test/mochitest/test_bug529119-2.html,skipped,skipped,neha,kmag,M4,
1582156,1582156,docshell/test/navigation/browser_test-content-chromeflags.js,docshell/test/navigation/browser_test-content-chromeflags.js,passes,passes,neha,kashav,M4,Checks chrome flags and doesn't expect CHROME_FISSION_WINDOW.
,,docshell/test/navigation/test_bug270414.html,docshell/test/navigation/test_bug270414.html,skipped,skipped,neha,,M4,Needs cross-process target name resolution for link clicks and form submission
,,docshell/test/navigation/test_sessionhistory.html,docshell/test/navigation/test_sessionhistory.html,passes,passes,neha,kmag,M4,
,,docshell/test/navigation/test_sibling-matching-parent.html,docshell/test/navigation/test_sibling-matching-parent.html,skipped,skipped,neha,,M4,Needs cross-process target name resolution for link clicks and form submission
,,docshell/test/navigation/test_sibling-off-domain.html,docshell/test/navigation/test_sibling-off-domain.html,fails,fails,neha,,M4,Need to fix permission checks for cross-origin navigations via location setter
,,toolkit/components/remotebrowserutils/tests/browser/browser_RemoteWebNavigation.js,toolkit/components/remotebrowserutils/tests/browser/browser_RemoteWebNavigation.js,skipped,skipped,neha,kashav,M4,BrowserTestUtils.waitForContentEvent
,,toolkit/components/remotebrowserutils/tests/browser/browser_httpCrossOriginOpenerPolicy.js,toolkit/components/remotebrowserutils/tests/browser/browser_httpCrossOriginOpenerPolicy.js,passes,passes,neha,kmag,M4,
1578465,1578465,toolkit/components/remotebrowserutils/tests/browser/browser_httpResponseProcessSelection.js,toolkit/components/remotebrowserutils/tests/browser/browser_httpResponseProcessSelection.js,skipped,skipped,neha,kashav,M4,BrowserTestUtils.browserLoaded call that spans a process switch
,Core::Geolocation,,,,,,,,
,,dom/tests/mochitest/geolocation/test_crossorigin_iframe.html,dom/tests/mochitest/geolocation/test_crossorigin_iframe.html,skipped,skipped,,tnguyen,M4,
,Core::Layout: Form Controls,,,,,,,,
,,layout/forms/test/test_bug287446.html,layout/forms/test/test_bug287446.html,passes,passes,,,M4,Crashes: @ nsDocShell::SetParentWidget(nsIWidget*)
,,layout/forms/test/test_bug477700.html,layout/forms/test/test_bug477700.html,passes,passes,,,M4,Crashes: @ nsDocShell::SetParentWidget(nsIWidget*)
,Core::Networking,,,,,,,,
,,dom/security/test/cors/browser_CORS-console-warnings.js,dom/security/test/cors/browser_CORS-console-warnings.js,skipped,skipped,nhi,,M4,bug 1583553 - CORS warnings from cross process iframe don't show up in the webconsole
1580750,1580750,dom/security/test/cors/test_CrossSiteXHR.html,dom/security/test/cors/test_CrossSiteXHR.html,passes,passes,nhi,valentin,M4,works -  bug 1580750
1580750,1580750,dom/security/test/cors/test_CrossSiteXHR_cache.html,dom/security/test/cors/test_CrossSiteXHR_cache.html,passes,passes,nhi,valentin,M4,works -  bug 1580750
1580750,1580750,dom/security/test/cors/test_CrossSiteXHR_origin.html,dom/security/test/cors/test_CrossSiteXHR_origin.html,passes,passes,nhi,valentin,M4,works -  bug 1580750
,,netwerk/test/browser/browser_cross_process_redirect.js,netwerk/test/browser/browser_cross_process_redirect.js,fails,fails,nhi,nika,M4,test removed in bug 1576714
,,netwerk/test/mochitests/test_1502055.html,netwerk/test/mochitests/test_1502055.html,passes,passes,nhi,valentin,M4,passes on Linux - enabled in bug 1580750
,,netwerk/test/mochitests/test_different_domain_in_hierarchy.html,netwerk/test/mochitests/test_different_domain_in_hierarchy.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_differentdomain.html,netwerk/test/mochitests/test_differentdomain.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_image.html,netwerk/test/mochitests/test_image.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_loadflags.html,netwerk/test/mochitests/test_loadflags.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_same_base_domain.html,netwerk/test/mochitests/test_same_base_domain.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_same_base_domain_2.html,netwerk/test/mochitests/test_same_base_domain_2.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_same_base_domain_3.html,netwerk/test/mochitests/test_same_base_domain_3.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_same_base_domain_4.html,netwerk/test/mochitests/test_same_base_domain_4.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_same_base_domain_5.html,netwerk/test/mochitests/test_same_base_domain_5.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_same_base_domain_6.html,netwerk/test/mochitests/test_same_base_domain_6.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,,netwerk/test/mochitests/test_samedomain.html,netwerk/test/mochitests/test_samedomain.html,passes,passes,nhi,valentin,M4,window.opener enabled in bug 1580750
,Core::Networking: Cookies,,,,,,,,
,,netwerk/cookie/test/browser/browser_serviceWorker.js,netwerk/cookie/test/browser/browser_serviceWorker.js,passes,skipped,,,M4,leaks
1580750,1580750,netwerk/cookie/test/browser/browser_sharedWorker.js,netwerk/cookie/test/browser/browser_sharedWorker.js,passes,passes,,valentin,M4,bug 1578037 - leaks
1580750,1580750,netwerk/cookie/test/browser/browser_storage.js,netwerk/cookie/test/browser/browser_storage.js,passes,passes,,valentin,M4,works -  bug 1580750
,Core::Permission Manager,,,,,,,,
,,extensions/permissions/test/browser_permmgr_sync.js,extensions/permissions/test/browser_permmgr_sync.js,fails,fails,,,M4,"Bug 1576995 - This sets ipc.keepProcessesAlive.web, which isn't going to work correctly with Fission."
,Core::Privacy: Anti-Tracking,,,,,,,,
,,toolkit/components/antitracking/test/browser/browser_addonHostPermissionIgnoredInTP.js,toolkit/components/antitracking/test/browser/browser_addonHostPermissionIgnoredInTP.js,skipped,skipped,ehsan,,M5,tracking protection failures blocked on WindowContext
,,toolkit/components/antitracking/test/browser/browser_allowListSeparationInPrivateAndNormalWindows.js,toolkit/components/antitracking/test/browser/browser_allowListSeparationInPrivateAndNormalWindows.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingCookies.js,toolkit/components/antitracking/test/browser/browser_blockingCookies.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingDOMCache.js,toolkit/components/antitracking/test/browser/browser_blockingDOMCache.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingIndexedDb.js,toolkit/components/antitracking/test/browser/browser_blockingIndexedDb.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingIndexedDbInWorkers.js,toolkit/components/antitracking/test/browser/browser_blockingIndexedDbInWorkers.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingLocalStorage.js,toolkit/components/antitracking/test/browser/browser_blockingLocalStorage.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingMessaging.js,toolkit/components/antitracking/test/browser/browser_blockingMessaging.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingNoOpener.js,toolkit/components/antitracking/test/browser/browser_blockingNoOpener.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingServiceWorkers.js,toolkit/components/antitracking/test/browser/browser_blockingServiceWorkers.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingServiceWorkersStorageAccessAPI.js,toolkit/components/antitracking/test/browser/browser_blockingServiceWorkersStorageAccessAPI.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingSessionStorage.js,toolkit/components/antitracking/test/browser/browser_blockingSessionStorage.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_blockingSharedWorkers.js,toolkit/components/antitracking/test/browser/browser_blockingSharedWorkers.js,skipped,skipped,ehsan,,M5,
1578038,1578038,toolkit/components/antitracking/test/browser/browser_denyPermissionForTracker.js,toolkit/components/antitracking/test/browser/browser_denyPermissionForTracker.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_doublyNestedTracker.js,toolkit/components/antitracking/test/browser/browser_doublyNestedTracker.js,fails,fails,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_imageCache4.js,toolkit/components/antitracking/test/browser/browser_imageCache4.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_imageCache8.js,toolkit/components/antitracking/test/browser/browser_imageCache8.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_localStorageEvents.js,toolkit/components/antitracking/test/browser/browser_localStorageEvents.js,skipped,skipped,ehsan,,M5,"Assertion failure: !thisBrowserParent == !thisBrowserHost, at dom/ipc/ContentParent.cpp:4716"
,,toolkit/components/antitracking/test/browser/browser_partitionedCookies.js,toolkit/components/antitracking/test/browser/browser_partitionedCookies.js,skipped,skipped,ehsan,,M5,"JavaScript error: resource://testing-common/content-task.js line 62 > eval, line 8: SecurityError: Permission denied to access property ""document"" on cross-origin object"
,,toolkit/components/antitracking/test/browser/browser_partitionedDOMCache.js,toolkit/components/antitracking/test/browser/browser_partitionedDOMCache.js,skipped,skipped,ehsan,,M5,"JavaScript error: resource://testing-common/content-task.js line 62 > eval, line 8: SecurityError: Permission denied to access property ""document"" on cross-origin object"
,,toolkit/components/antitracking/test/browser/browser_partitionedIndexedDB.js,toolkit/components/antitracking/test/browser/browser_partitionedIndexedDB.js,skipped,skipped,ehsan,,M5,"JavaScript error: resource://testing-common/content-task.js line 62 > eval, line 8: SecurityError: Permission denied to access property ""document"" on cross-origin object"
,,toolkit/components/antitracking/test/browser/browser_partitionedLocalStorage.js,toolkit/components/antitracking/test/browser/browser_partitionedLocalStorage.js,skipped,skipped,ehsan,,M5,"JavaScript error: https://example.com/browser/toolkit/components/antitracking/test/browser/storageAccessAPIHelpers.js, line 9: NS_ERROR_NOT_AVAILABLE"
,,toolkit/components/antitracking/test/browser/browser_partitionedLocalStorage_events.js,toolkit/components/antitracking/test/browser/browser_partitionedLocalStorage_events.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_partitionedMessaging.js,toolkit/components/antitracking/test/browser/browser_partitionedMessaging.js,skipped,skipped,ehsan,,M5,
1570912,1570912,toolkit/components/antitracking/test/browser/browser_partitionedServiceWorkers.js,toolkit/components/antitracking/test/browser/browser_partitionedServiceWorkers.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_partitionedSharedWorkers.js,toolkit/components/antitracking/test/browser/browser_partitionedSharedWorkers.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_permissionInNormalWindows.js,toolkit/components/antitracking/test/browser/browser_permissionInNormalWindows.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_permissionInPrivateWindows.js,toolkit/components/antitracking/test/browser/browser_permissionInPrivateWindows.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_script.js,toolkit/components/antitracking/test/browser/browser_script.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_siteSpecificWorkArounds.js,toolkit/components/antitracking/test/browser/browser_siteSpecificWorkArounds.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_socialtracking.js,toolkit/components/antitracking/test/browser/browser_socialtracking.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessDoorHanger.js,toolkit/components/antitracking/test/browser/browser_storageAccessDoorHanger.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessPrivateWindow.js,toolkit/components/antitracking/test/browser/browser_storageAccessPrivateWindow.js,passes,passes,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessPromiseRejectHandlerUserInteraction.js,toolkit/components/antitracking/test/browser/browser_storageAccessPromiseRejectHandlerUserInteraction.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessPromiseResolveHandlerUserInteraction.js,toolkit/components/antitracking/test/browser/browser_storageAccessPromiseResolveHandlerUserInteraction.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessRemovalNavigateSubframe.js,toolkit/components/antitracking/test/browser/browser_storageAccessRemovalNavigateSubframe.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessRemovalNavigateTopframe.js,toolkit/components/antitracking/test/browser/browser_storageAccessRemovalNavigateTopframe.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessSandboxed.js,toolkit/components/antitracking/test/browser/browser_storageAccessSandboxed.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_storageAccessWithHeuristics.js,toolkit/components/antitracking/test/browser/browser_storageAccessWithHeuristics.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_subResources.js,toolkit/components/antitracking/test/browser/browser_subResources.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_urlDecorationStripping.js,toolkit/components/antitracking/test/browser/browser_urlDecorationStripping.js,passes,passes,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_subResourcesPartitioned.js,toolkit/components/antitracking/test/browser/browser_subResourcesPartitioned.js,skipped,skipped,ehsan,,M5,
,,toolkit/components/antitracking/test/browser/browser_workerPropagation.js,toolkit/components/antitracking/test/browser/browser_workerPropagation.js,skipped,skipped,ehsan,,M5,
,Core::Plug-ins,,,,,,,,
1586817,1586817,browser/base/content/test/plugins/browser_CTP_context_menu.js,browser/base/content/test/plugins/browser_CTP_context_menu.js,skipped,skipped,jimm,mconley,M∞,
1586817,1586817,browser/base/content/test/plugins/browser_CTP_context_menu.js,browser/base/content/test/plugins/browser_CTP_context_menu.js,skipped,skipped,jimm,mconley,M∞,
1586817,1586817,browser/base/content/test/plugins/browser_bug744745.js,browser/base/content/test/plugins/browser_bug744745.js,skipped,skipped,jimm,mconley,M∞,
